abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
OIC,Organization of the Islamic Conference,1969-09-22,,,,,,Turkmenistan\Kazakstan\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Guinea\Jordan\Oman\Gambia\Yemen\Pakistan\Albania\United Arab Emirates\Azerbaijan\Tajikistan\Turkey\Afghanistan\Somalia\Benin\Guinea-Bissa\Indonesia\Libya\Mali\Malaysia\Mozambique\Uganda\Niger\Kuwait\Bangladesh\Brunei\Iran\Algeria\Iraq\Sierra Leone\Chad\Lebanon\Uzbekistan\Tunisia\Djibouti\Qatar\Sudan\Maldives\Senegal\Gabon\Mauritania\Kyrgyzstan\Syria\Morocco\Egypt\Comoros,51,1088788235,4863000,31736,93.54092935226,25973.124122399997,22689.4395293,2.9743602E7
PFP,Partnership for Peace,1994-01-10,POINT(4.426111111 50.879305555),4.426111111,"50.879305555, 4.426111111",50.879305555,NATO Headquarters,Turkmenistan\Kazakstan\Lithuania\Slovenia\Albania\Azerbaijan\Czech Republic\Slovakia\Montenegro\Armenia\Ukraine\Finland\Russia\Bulgaria\Romania\Sweden\Austria\Hungary\Belarus\Georgia\Poland\Moldova\Estonia\Uzbekistan\Malta\Kyrgyzstan\Latvia\Serbia,28,417138488,1321000,234,42.51262029450907,14207.803339999999,12264.5995759,2.4025341E7
PCA,Permanent Court of Arbitration,1899-07-29,POINT(4.3175 52.084166666),4.3175,"52.084166666, 4.3175",52.084166666,The Hague,Canada\Brazil\Cambodia\Argentina\Bolivia\Cameroon\Burkina Faso\Guatemala\Jordan\Spain\Australia\Netherlands\Paraguay\New Zealand\Pakistan\Uruguay\India\Turkey\Czech Republic\France\Slovakia\Per\Laos\Norway\Singapore\Montenegro\China\Dominican Republic\Ukraine\Finland\United States\Liechtenstein\Russia\Bulgaria\Mauritius\Romania\Portugal\Nicaragua\Sweden\Austria\Uganda\Hungary\Panama\Luxembourg\Nigeria\Ecuador\Belarus\Iran\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Denmark\Poland\Switzerland\Lebanon\Colombia\Cyprus\Italy\Sudan\Malta\Suriname\Venezuela\Swaziland\Israel\Iceland\Senegal\Zimbabwe\Germany\Kyrgyzstan\Japan\Honduras\Mexico\Egypt\Cuba\Serbia\United Kingdom\Greece\Sri Lanka\Fiji,83,4487561480,15956000,5410,117.34665615080483,29415.9505896,27528.56265540002,9.59064376E7
RG,Rio Group,1988-01-01,POINT(-58.0 -23.5),-58.0,"-23.5, -58.0",-23.5,Paraguay,Brazil\Argentina\Bolivia\Paraguay\Uruguay\Per\Ecuador\Chile\Colombia\Venezuela\Mexico,11,418134334,2093000,142,15.870053907256565,4264.38096,4296.1314697,1.9309645E7
SAARC,South Asian Association for Regional Cooperation,1985-12-08,POINT(85.366666666 27.716666666),85.366666666,"27.716666666, 85.366666666",27.716666666,Kathmandu,Pakistan\India\Bangladesh\Bhutan\Nepal\Maldives\Sri Lanka,7,1247186644,4617000,1027,11.14398475529199,2857.6093046500005,4757.9837991,4489240.0
SPC,South Pacific Commission,1947-02-06,POINT(166.45 -22.266666666),166.45,"-22.266666666, 166.45",-22.266666666,Noumea,American Samoa\Northern Mariana Islands\Australia\Wallis and Futuna\New Zealand\Guam\Solomon Islands\France\Naur\Cook Islands\Tonga\United States\Pala\Tuval\Pitcairn Islands\Marshall Islands\French Polynesia\Kiribati\Samoa\Papua New Guinea\Vanuat\New Caledonia\United Kingdom\Fiji\Niue,25,412233169,1889000,5,11.48633387496831,4670.850920774999,5615.51532843,1.86734366E7
SPF,South Pacific Forum,1971-08-05,POINT(178.433333333 -18.133333333),178.43333333299998,"-18.133333333, 178.433333333",-18.133333333,Suva,Australia\New Zealand\Solomon Islands\Naur\Tonga\Pala\Tuval\Marshall Islands\Kiribati\Samoa\Papua New Guinea\Vanuat\Fiji,13,28073673,75000,1,4.247320815008901,3552.0422297399996,4076.247538400001,8483711.3
Sparteca,South Pacific Regional Trade and Economic Cooperation Agreement,1981-01-01,POINT(178.433333333 -18.133333333),178.43333333299998,"-18.133333333, 178.433333333",-18.133333333,Suva,Australia\New Zealand\Solomon Islands\Naur\Cook Islands\Tonga\Tuval\Marshall Islands\Kiribati\Samoa\Papua New Guinea\Vanuat\Fiji\Niue,14,28069989,75000,1,4.247320815008901,3485.13225407,3954.296318900001,8483753.3
SACU,Southern African Customs Union,1969-12-11,POINT(17.083611111 -22.57),17.083611111,"-22.57, 17.083611111",-22.57,Windhoek,South Africa\Namibia\Lesotho\Swaziland\Botswana,5,47867843,107000,0,8.923617846800894,1500.6851282,1497.4138234,2693410.0
SADC,Southern African Development Community,1992-08-17,POINT(25.908611111 -24.656944444),25.908611111,"-24.656944444, 25.908611111",-24.656944444,Gaborone,Tanzania\Malawi\Mauritius\Angola\South Africa\Mozambique\Namibia\Lesotho\Swaziland\Zambia\Zimbabwe\Botswana,12,136170625,348000,52,17.487489948587758,5654.730640499999,5249.3965057,6950500.0
Mercosur,Southern Cone Common Market,1991-03-26,POINT(-56.166666666 -34.866944444),-56.166666666000005,"-34.866944444, -56.166666666",-34.866944444,Montevideo,Brazil\Argentina\Paraguay\Uruguay\Chile,5,220410567,1006000,0,7.098203235565583,1799.9929517,1833.5443706,1.2618775E7
UN,United Nations,1945-06-26,POINT(-73.968055555 40.749444444),-73.968055555,"40.749444444, -73.968055555",40.749444444,Q11297,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Ireland\Pala\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,189,5746601592,21252000,35382,242.98186144660244,77791.95046129999,71521.51617119997,1.3287790724E8
UNAVEM III,United Nations Angola Verification Mission,1988-12-20,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
UNAMIR,United Nations Assistance Mission for Rwanda,1993-10-05,POINT(-73.94 40.67),-73.94,"40.67, -73.94",40.67,New York City,Canada\Argentina\Guinea\Jordan\Australia\Pakistan\Uruguay\India\Malawi\Guinea-Bissa\Ghana\Mali\Russia\Austria\Niger\Nigeria\Bangladesh\Switzerland\Chad\Tunisia\Djibouti\Zambia\Senegal\Zimbabwe\Germany\Congo\Fiji,27,1748247403,5260000,2942,41.20607353628512,11137.155793700002,11432.7661295,4.9727123E7
UNCRO,United Nations Confidence Restoration Operation in Croatia,1995-03-31,POINT(15.95 45.8),15.95,"45.8, 15.95",45.8,Zagreb,Canada\Brazil\Lithuania\Argentina\Jordan\Spain\Netherlands\Pakistan\Kenya\Turkey\Czech Republic\France\Slovakia\Norway\Ukraine\Ghana\Indonesia\Finland\United States\Russia\Portugal\Sweden\Malaysia\Ireland\Nigeria\Bangladesh\Belgium\Denmark\Poland\Estonia\Tunisia\Nepal\Senegal\Germany\Egypt\United Kingdom,36,1852630276,6911000,2153,55.54336069312768,11665.878629250003,12255.221106699997,5.9208963E7
UNDOF,United Nations Disengagement Observer Force,1974-05-31,POINT(38.583333 35.216667),38.583333,"35.216667, 38.583333",35.216667,Syria,Canada\Austria\Poland,3,75486480,284000,0,3.966313732130316,1257.3972326,1004.0590949,1.0372673E7
UNESCO,"United Nations Educational, Scientific, and Cultural Organization",1945-11-16,,,,,,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\Maca\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\Vietnam\British Virgin Islands\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Tuval\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Cayman Islands\Venezuela\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\Congo\Greece\Sri Lanka\Fiji\Botswana\Niue,192,5419000838,19664000,35382,234.89315876977787,77836.08393387997,71758.99051565999,1.232570312E8
UNFICYP,United Nations Force in Cyprus,1964-03-04,,,,,,Canada\Argentina\Australia\Finland\Austria\Ireland\United Kingdom,7,156939813,438000,1,8.246053405561218,1622.3852457,1684.088654,2.116586E7
UNIDO,United Nations Industrial Development Organization,1966-11-17,POINT(16.373064 48.20833),16.373064000000003,"48.20833, 16.373064",48.20833,Vienna,Canada\Brazil\Sao Tome and Principe\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Switzerland\Grenada\Chad\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,171,5665636523,20824000,34846,233.5109174671237,73545.40594124996,68178.17724549996,1.27556248E8
UNITAR,United Nations Institute for Training and Research,1963-12-11,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Argentina\Netherlands\Jamaica\Pakistan\India\France\Norway\China\Libya\Cote dIvoire\United States\Russia\Sweden\Uganda\Belgium\Switzerland\Tunisia\Italy\Germany\Japan\Mexico\United Kingdom,23,3346773837,10049000,1078,33.40509247907711,6561.3037012,7199.4783935000005,6.005566E7
UNIFIL,United Nations Interim Force in Lebanon,1978-03-19,POINT(35.134166666 33.12),35.134166666,"33.12, 35.134166666",33.12,Naqoura,France\Norway\Ghana\Finland\Ireland\Poland\Italy\Nepal\Fiji,9,208050844,1034000,4,11.721668565946324,2972.99618525,3220.0575057000005,2290083.0
UNIKOM,United Nations Iraq-Kuwait Observation Mission,1991-04-09,,,,,,Canada\Argentina\Pakistan\Uruguay\India\Kenya\Turkey\France\Singapore\China\Ghana\Indonesia\Finland\United States\Russia\Romania\Sweden\Malaysia\Austria\Hungary\Ireland\Nigeria\Bangladesh\Thailand\Denmark\Poland\Italy\Venezuela\Senegal\United Kingdom\Greece\Fiji,32,3714745965,11989000,2770,47.96803397790261,11474.950901199998,11853.4289538,6.24678496E7
UNMOGIP,United Nations Military Observer Group in India and Pakistan,1948-08-13,POINT(73.036944444 33.698888888),73.036944444,"33.698888888, 73.036944444",33.698888888,Islamabad,Uruguay\South Korea\Finland\Sweden\Chile\Belgium\Denmark\Italy,8,149940832,593000,3,9.719501038372483,1764.4741987,1814.4285685,2193454.0
MINURSO,United Nations Mission for the Referendum in Western Sahara,1991-04-29,POINT(-13.2 27.15),-13.2,"27.15, -13.2",27.15,Laayoune,Argentina\Guinea\Pakistan\Uruguay\Kenya\South Korea\France\Norway\Togo\China\Ghana\United States\Russia\Malaysia\Austria\Hungary\Ireland\Nigeria\Bangladesh\El Salvador\Belgium\Poland\Tunisia\Italy\Venezuela\Germany\Honduras\Egypt\Greece,29,2532779097,7166000,1458,39.529536364029504,9294.4774795,9245.4989912,4.6873583E7
UNMIH,United Nations Mission in Haiti,1993-09-23,,,,,,Canada\Belize\Argentina\Guatemala\Jordan\Netherlands\Jamaica\Bahamas\Pakistan\India\Saint Lucia\France\Benin\Saint Kitts and Nevis\Togo\United States\Mali\Russia\Austria\Guyana\Ireland\Bangladesh\Algeria\Djibouti\Barbados\Nepal\Suriname\Philippines\Trinidad and Tobago\Honduras,30,1941235075,6935000,2001,43.06025456394007,8443.45427985,10061.338514899999,4.9161347E7
UNMOT,United Nations Mission of Observers in Tajikistan,1994-12-16,POINT(68.786388888 38.573055555),68.786388888,"38.573055555, 68.786388888",38.573055555,Dushanbe,Jordan\Uruguay\Ukraine\Bulgaria\Austria\Hungary\Bangladesh\Denmark\Poland\Switzerland,10,259115712,975000,234,19.122189959171063,4112.5564397,3780.7677954,1697966.0
UNOMIG,United Nations Observer Mission in Georgia,,POINT(41.015277777 43.003333333),41.015277777,"43.003333333, 41.015277777",43.003333333,Sukhumi,Jordan\Pakistan\Albania\Uruguay\South Korea\Turkey\Czech Republic\France\Indonesia\United States\Russia\Sweden\Austria\Hungary\Bangladesh\Denmark\Poland\Switzerland\Germany\Egypt\Cuba\United Kingdom\Greece,23,1366027525,5049000,674,35.100973834426206,7579.169962100001,6804.6577744999995,3.3984033E7
UNOMIL,United Nations Observer Mission in Liberia,1993-09-22,POINT(-10.804722222 6.310555555),-10.804722222,"6.310555555, -10.804722222",6.310555555,Monrovia,Jordan\Pakistan\Uruguay\India\Kenya\Czech Republic\Guinea-Bissa\China\Malaysia\Egypt,10,2422026550,6992000,1096,18.272041571614302,4617.1864949,5157.9647755999995,1.5982596E7
UNHCR,United Nations Office of the High Commissioner for Refugees,1949-12-03,,,,,,Canada\Brazil\Ethiopia\Argentina\Spain\Australia\Netherlands\Tanzania\Pakistan\India\Madagascar\Turkey\France\Somalia\Norway\Montenegro\China\Finland\United States\Russia\Nicaragua\Sweden\Austria\Uganda\Hungary\Nigeria\Bangladesh\Iran\Algeria\Zaire\Belgium\Thailand\Denmark\Namibia\Lesotho\Switzerland\Lebanon\Tunisia\Colombia\Italy\Sudan\Venezuela\Holy See\Israel\Germany\Philippines\Japan\Morocco\Serbia\United Kingdom\Greece,51,4311861812,14177000,5786,83.2573755027844,16374.258010399999,17312.353191200007,9.118371244E7
UNPREDEP,United Nations Preventive Deployment Force,1995-03-31,POINT(21.433333333 41.983333333),21.433333333,"41.983333333, 21.433333333",41.983333333000004,Skopje,Canada\Brazil\Jordan\Spain\Netherlands\New Zealand\Pakistan\Kenya\France\Norway\Ukraine\Ghana\Indonesia\Finland\United States\Russia\Portugal\Sweden\Malaysia\Ireland\Nigeria\Bangladesh\Denmark\Poland\Switzerland\Egypt\United Kingdom,27,1611514068,5870000,1714,41.33486915188258,7821.745493099999,8169.117079899999,5.4845595E7
UNPROFOR,United Nations Protection Force,1992-02-28,POINT(15.95 45.8),15.95,"45.8, 15.95",45.8,Zagreb,Canada\Brazil\Jordan\Spain\Netherlands\New Zealand\Pakistan\Kenya\Czech Republic\France\Norway\Ukraine\Ghana\Indonesia\Finland\United States\Russia\Portugal\Sweden\Malaysia\Ireland\Nigeria\Bangladesh\Belgium\Denmark\Poland\Switzerland\Nepal\Germany\Egypt\United Kingdom,31,1737635577,6217000,1717,46.06083487423556,9146.65411075,10068.3108744,5.5452518E7
UNRWA,United Nations Relief and Works Agency for Palestine Refugees in the Near East,1949-12-08,POINT(35.933333333 31.95),35.933333333,"31.95, 35.933333333",31.95,Amman,Jordan\Turkey\France\United States\Belgium\Lebanon\Japan\Syria\Egypt\United Kingdom,10,668560349,2815000,443,21.269419880550295,2514.2979552,2228.2477584,1.2639628E7
UNTSO,United Nations Truce Supervision Organization,1948-05-01,POINT(35.036944444 31.753888888),35.036944444,"31.753888888, 35.036944444",31.753888888000002,Jerusalem District,Canada\Argentina\Australia\Netherlands\New Zealand\France\Norway\China\Finland\United States\Russia\Sweden\Austria\Ireland\Chile\Belgium\Denmark\Switzerland\Italy,19,1908248252,5291000,8,24.844020828336976,4925.3313361,5037.2714804,5.9766084E7
UNU,United Nations University,1973-12-06,POINT(139.692222222 35.689722222),139.692222222,"35.689722222, 139.692222222",35.689722222,Tokyo,Canada\Brazil\Ethiopia\Argentina\Guatemala\Spain\Australia\Netherlands\India\Kenya\South Korea\France\China\Ghana\United States\Hungary\Costa Rica\Nigeria\Bangladesh\Chile\Thailand\Switzerland\Colombia\Sudan\Venezuela\Iceland\Philippines\Trinidad and Tobago\Japan\Mexico\United Kingdom\Sri Lanka,32,3736582483,11728000,2909,39.69815016677752,10551.8039306,12017.3554039,6.3949095E7
UPU,Universal Postal Union,1874-10-09,POINT(7.44743 46.94798),7.447430000000001,"46.94798, 7.44743",46.94798,Bern,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Saint Helena\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\American Samoa\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\Wallis and Futuna\New Zealand\Yemen\Pakistan\Albania\Maca\United Arab Emirates\Guam\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Turks and Caicos Islands\Saint Lucia\San Marino\Mongolia\France\Bermuda\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\British Virgin Islands\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Saint Martin\Falkland Islands\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Tuval\Zaire\Pitcairn Islands\Chile\Puerto Rico\Belgium\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Cayman Islands\Anguilla\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Mayotte\Montserrat\New Caledonia\Macedonia\North Korea\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana\Niue,212,5759462656,21252000,35382,242.98186144660244,78411.71447035998,73692.68444985998,1.3292419853999999E8
WADB,West African Development Bank,1973-11-14,POINT(1.222777777 6.131944444),1.2227777770000001,"6.131944444, 1.222777777",6.131944444,Lomé,Burkina Faso\Benin\Togo\Cote dIvoire\Mali\Niger\Senegal,7,63524838,107000,634,13.424964336477641,4294.9691297,3953.4705376,3469260.0
WEU,Western European Union,1954-10-23,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels metropolitan area,Lithuania\Spain\Netherlands\Turkey\Czech Republic\France\Slovakia\Norway\Finland\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Poland\Estonia\Italy\Iceland\Germany\Latvia\United Kingdom\Greece,27,543712209,2543000,443,37.463996177297304,10282.521702099997,8898.047370299999,5497251.0
WCL,World Confederation of Labor,1920-06-19,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Canada\Brazil\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Rwanda\Guatemala\Guinea\Spain\Liberia\Netherlands\Paraguay\Jamaica\Tanzania\French Guiana\Gambia\Pakistan\Uruguay\Madagascar\Saint Vincent and the Grenadines\Kenya\Saint Lucia\France\Per\Seychelles\Benin\Saint Kitts and Nevis\Togo\Antigua and Barbuda\Dominican Republic\Ghana\Indonesia\Cote dIvoire\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Mauritius\Romania\Angola\Portugal\Nicaragua\Malaysia\Austria\Niger\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Nigeria\Ecuador\Bangladesh\Iran\Algeria\El Salvador\Zaire\Chile\Puerto Rico\Belgium\Thailand\Haiti\Hong Kong\Sierra Leone\Poland\Namibia\Netherlands Antilles\Lesotho\Switzerland\Grenada\Chad\Dominica\Colombia\Taiwan\Cyprus\Italy\Malta\Suriname\Venezuela\Zambia\Senegal\Gabon\Zimbabwe\Martinique\Philippines\Guadeloupe\Honduras\Mexico\Cuba\Serbia\United Kingdom\Sri Lanka\Botswana,97,2332355487,9869000,3707,112.44269271431351,38230.466446080005,33473.974253160006,6.6922434E7
WFTU,World Federation of Trade Unions,1945-10-03,POINT(23.716111111 37.979444444),23.716111111,"37.979444444, 23.716111111",37.979444444,Athens,Canada\Brazil\Saint Helena\Cambodia\Ethiopia\Aruba\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Jamaica\Oman\Tanzania\French Guiana\Saint Pierre and Miquelon\Gambia\Wallis and Futuna\New Zealand\Yemen\Pakistan\Albania\Maca\Uruguay\India\Madagascar\Saint Vincent and the Grenadines\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\Mongolia\France\Bermuda\Somalia\Per\Laos\Malawi\Benin\Western Sahara\Montenegro\Togo\Guinea-Bissa\Antigua and Barbuda\Dominican Republic\Ghana\Indonesia\Libya\Cote dIvoire\Finland\Vietnam\British Virgin Islands\Mali\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Saint Martin\Kuwait\Panama\Guyana\Costa Rica\Nigeria\Ecuador\Bangladesh\Iran\El Salvador\Zaire\Chile\Puerto Rico\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Denmark\Poland\Lesotho\Lebanon\Tunisia\Djibouti\Timor-Leste\Colombia\Reunion\Cyprus\Sudan\Nepal\Cayman Islands\Anguilla\Venezuela\Senegal\Papua New Guinea\Zimbabwe\Vanuat\Martinique\Philippines\Mayotte\Montserrat\New Caledonia\North Korea\Trinidad and Tobago\Japan\Syria\Guadeloupe\Honduras\Mexico\Egypt\Cuba\Serbia\Congo\Greece\Sri Lanka\Fiji\Botswana,133,3483872752,13732000,34147,157.80344969569896,51241.34010214999,44744.85093775999,7.98154173E7
