abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
G-7,Group of 7,1985-09-22,,,,,,Canada\France\United States\Italy\Germany\Japan\United Kingdom,7,678550466,2674000,4,11.98195289220332,1389.8053569,1458.9292158,2.1176575E7
G-8,Group of 8,1975-10-01,,,,,,Canada\France\United States\Russia\Italy\Germany\Japan\United Kingdom,8,826728953,2674000,4,11.98195289220332,1389.8053569,1458.9292158,3.8251775E7
G-9,Group of 9,,,,,,,Finland\Bulgaria\Romania\Sweden\Austria\Hungary\Belgium\Denmark\Serbia,9,85101100,352000,3,11.895487968453057,4101.4409901,3609.3324666000003,1463338.0
G-10,Group of 10,1962-10-01,,,,,,Canada\Netherlands\France\United States\Sweden\Belgium\Switzerland\Italy\Germany\Japan\United Kingdom,11,720396755,2798000,7,15.8678224611413,2140.3193182,2243.2636611,2.1735669E7
G-11,Group of 11,1984-06-22,,,,,,Brazil\Argentina\Bolivia\Uruguay\Per\Dominican Republic\Ecuador\Chile\Colombia\Venezuela\Mexico,11,420719069,2137000,142,15.683327347200951,4043.3886251,3919.3640247000003,1.8951625E7
G-15,Group of 15,,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Brazil\Argentina\Jamaica\India\Per\Indonesia\Malaysia\Nigeria\Algeria\Venezuela\Senegal\Zimbabwe\Mexico\Egypt,14,1737925422,5778000,2049,19.328861212213734,4181.7724226,5049.8731042,2.5890176E7
G-19,Group of 19,1975-10-01,,,,,,Brazil\Argentina\Cameroon\Saudi Arabia\Jamaica\Pakistan\India\Per\Indonesia\Nigeria\Iran\Algeria\Zaire\Iraq\Venezuela\Zambia\Mexico\Egypt,18,2003718908,7009000,4276,32.49918530386369,5635.8489564,6935.675142800001,3.339671E7
G-24,Group of 24,1972-01-01,,,,,,Brazil\Ethiopia\Argentina\Guatemala\Pakistan\India\Per\Ghana\Cote dIvoire\Nigeria\Iran\Algeria\Zaire\Lebanon\Colombia\Venezuela\Gabon\Philippines\Trinidad and Tobago\Syria\Mexico\Egypt\Sri Lanka,23,1982847277,7094000,2795,32.54134780796963,7093.128660599999,8459.0659685,3.1610256E7
G-77,Group of 77,1967-10-01,POINT(-73.968055555 40.749444444),-73.968055555,"40.749444444, -73.968055555",40.749444444,Q11297,Brazil\Sao Tome and Principe\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Guatemala\Guinea\Jordan\Liberia\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\Yemen\Pakistan\United Arab Emirates\Uruguay\India\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Afghanistan\Solomon Islands\Saint Lucia\Mongolia\Somalia\Per\Laos\Seychelles\Malawi\Benin\Singapore\Saint Kitts and Nevis\Togo\Guinea-Bissa\Antigua and Barbuda\Dominican Republic\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Central African Republic\Vietnam\Mali\Mauritius\Romania\Angola\South Africa\Nicaragua\Malaysia\Mozambique\Uganda\Niger\Kuwait\Panama\Guyana\Costa Rica\Cape Verde\Nigeria\Ecuador\Bangladesh\Brunei\Iran\Algeria\El Salvador\Zaire\Chile\Thailand\Haiti\Iraq\Sierra Leone\Namibia\Lesotho\Grenada\Chad\Equatorial Guinea\Lebanon\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Vanuat\Philippines\Mauritania\North Korea\Trinidad and Tobago\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Comoros\Congo\Sri Lanka\Fiji\Botswana,128,3239309560,12963000,34110,163.2187095485587,54302.60579192999,52655.51028159999,6.71364986E7
GCC,Gulf Cooperation Council,1981-05-25,POINT(46.71 24.65),46.71,"24.65, 46.71",24.65,Riyadh,Bahrain\Saudi Arabia\Oman\United Arab Emirates\Kuwait\Qatar,6,27740793,428000,11,25.59703579481768,2819.2425684,3449.6867654,2278063.0
IADB,Inter-American Development Bank,1959-04-08,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Belize\Argentina\Bolivia\Slovenia\Guatemala\Spain\Netherlands\Paraguay\Jamaica\Bahamas\Uruguay\France\Per\Norway\Dominican Republic\Finland\United States\Portugal\Nicaragua\Sweden\Austria\Panama\Guyana\Costa Rica\Ecuador\El Salvador\Chile\Belgium\Haiti\Denmark\Croatia\Switzerland\Colombia\Barbados\Italy\Suriname\Venezuela\Israel\Germany\Trinidad and Tobago\Japan\Honduras\Mexico\United Kingdom,46,1276391385,5669000,207,56.0375152332777,14003.937553200003,13216.511900399999,4.3536863E7
IGADD,Inter-Governmental Authority on Drought and Development,1986-01-15,,,,,,Ethiopia\Kenya\Eritrea\Somalia\Uganda\Djibouti\Sudan,7,155788212,572000,2522,5.565653050272681,4446.9283418,3732.2949682000003,4588281.0
IAEA,International Atomic Energy Agency,1956-10-26,POINT(16.373064 48.20833),16.373064000000003,"48.20833, 16.373064",48.20833,Vienna,Canada\Brazil\Kazakstan\Lithuania\Cambodia\Ethiopia\Argentina\Bolivia\Cameroon\Saudi Arabia\Slovenia\Guatemala\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Tanzania\Monaco\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Madagascar\Kenya\South Korea\Turkey\Afghanistan\Czech Republic\Mongolia\France\Slovakia\Per\Norway\Singapore\Montenegro\China\Armenia\Dominican Republic\Ukraine\Ghana\Indonesia\Libya\Cote dIvoire\Finland\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Uganda\Hungary\Niger\Kuwait\Panama\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Denmark\Poland\Namibia\Croatia\Switzerland\Estonia\Lebanon\Uzbekistan\Tunisia\Colombia\Cyprus\Qatar\Italy\Sudan\Venezuela\Holy See\Israel\Iceland\Zambia\Senegal\Gabon\Zimbabwe\Germany\Philippines\Macedonia\Japan\Syria\Morocco\Myanmar\Mexico\Egypt\Cuba\Serbia\United Kingdom\Greece\Sri Lanka,123,5512320073,20081000,32338,184.86830444341794,51963.29737300001,48026.73191509999,1.2155405424E8
IBRD,International Bank for Reconstruction and Development,1944-07-22,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,181,5700838869,20980000,34846,240.54074000720325,77149.48316332998,71382.42557609997,1.3195127989999999E8
ICC,International Chamber of Commerce,1919-01-01,POINT(2.351388888 48.856944444),2.3513888880000002,"48.856944444, 2.351388888",48.85694444399999,Paris,Canada\Brazil\Argentina\Cameroon\Burkina Faso\Saudi Arabia\Jordan\Spain\Australia\Netherlands\Pakistan\Uruguay\India\Madagascar\South Korea\Turkey\France\Norway\Singapore\Togo\Indonesia\Cote dIvoire\Finland\United States\Portugal\South Africa\Sweden\Austria\Kuwait\Luxembourg\Ireland\Nigeria\Ecuador\Iran\Zaire\Belgium\Hong Kong\Denmark\Switzerland\Lebanon\Tunisia\Colombia\Taiwan\Cyprus\Italy\Venezuela\Israel\Iceland\Senegal\Gabon\Germany\Japan\Syria\Morocco\Mexico\Egypt\Serbia\United Kingdom\Greece\Sri Lanka,60,3125577061,12021000,3676,102.77662106004864,17686.441759800007,17863.2797204,6.61701966E7
ICAO,International Civil Aviation Organization,1944-12-07,POINT(-73.5612 45.5012),-73.5612,"45.5012, -73.5612",45.5012,International District,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Iceland\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,185,5738090271,21067000,34846,241.65265311363584,77939.41100862996,71803.15207269999,1.322303608E8
ICFTU,International Confederation of Free Trade Unions,1949-12-01,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Canada\Brazil\Saint Helena\Belize\Argentina\Cameroon\Burkina Faso\Rwanda\Guatemala\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Gambia\Bahamas\New Zealand\Pakistan\India\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Turkey\Czech Republic\Saint Lucia\San Marino\France\Bermuda\Slovakia\Per\Seychelles\Norway\Malawi\Benin\Singapore\Saint Kitts and Nevis\Togo\China\Antigua and Barbuda\Dominican Republic\Ghana\Tonga\Indonesia\Finland\United States\Mali\Bulgaria\Mauritius\Romania\Portugal\Nicaragua\Sweden\Malaysia\Austria\Uganda\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ecuador\Bangladesh\El Salvador\Chile\Belgium\Thailand\Sierra Leone\Denmark\Poland\Lesotho\French Polynesia\Kiribati\Switzerland\Grenada\Chad\Estonia\Lebanon\Tunisia\Dominica\Colombia\Cyprus\Barbados\Italy\Malta\Suriname\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Philippines\Trinidad and Tobago\Japan\Morocco\Honduras\Mexico\United Kingdom\Greece\Sri Lanka\Fiji\Botswana,110,4518621414,16147000,3693,131.39661235890526,41684.39002355002,36480.2892121,7.783518834E7
Interpol,International Criminal Police Organization,1956-06-13,POINT(4.841388888 45.758888888),4.841388888,"45.758888888, 4.841388888",45.758888888,Lyon,Canada\Brazil\Sao Tome and Principe\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\American Samoa\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Turkey\Czech Republic\Turks and Caicos Islands\Saint Lucia\Mongolia\France\Bermuda\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\British Virgin Islands\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Gibraltar\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Puerto Rico\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Sudan\Nepal\Malta\Maldives\Suriname\Cayman Islands\Anguilla\Venezuela\Swaziland\Israel\Iceland\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Philippines\Mauritania\Montserrat\Macedonia\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,189,5683548203,20668000,9700,241.99730094247232,73892.28343303998,69369.25823975996,1.310759056E8
IDA,International Development Association,1960-01-26,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Sao Tome and Principe\Kazakstan\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Oman\Tanzania\Gambia\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Norway\Malawi\Benin\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Dominican Republic\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Mauritius\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Italy\Bhutan\Sudan\Nepal\Maldives\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,160,5564233279,20120000,34612,212.52983460017825,69709.68875323,64394.14985899996,1.280716113E8
IEA,International Energy Agency,1974-11-15,POINT(2.351388888 48.856944444),2.3513888880000002,"48.856944444, 2.351388888",48.85694444399999,Paris,Canada\Spain\Australia\Netherlands\New Zealand\Turkey\France\Norway\Finland\United States\Portugal\Sweden\Austria\Luxembourg\Ireland\Belgium\Denmark\Switzerland\Italy\Germany\Japan\United Kingdom\Greece,23,891019517,3866000,444,32.72987406992496,5627.663866100001,5358.520313,3.2061585E7
IFRCS,International Federation of Red Cross and Red Crescent Societies,1919-05-05,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Turkey\Afghanistan\Czech Republic\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Tuval\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Denmark\Poland\Namibia\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Sudan\Nepal\Malta\Suriname\Venezuela\Swaziland\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,177,5685342219,20579000,34788,225.73748468725768,72009.45923192998,66777.59104049996,1.286135165E8
IFC,International Finance Corporation,1955-05-25,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Kazakstan\Lithuania\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Madagascar\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Solomon Islands\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Italy\Sudan\Nepal\Maldives\Venezuela\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,167,5663370485,20383000,34696,228.34761014127565,68872.42977843001,65524.30318529997,1.2956058089999999E8
IFAD,International Fund for Agricultural Development,1974-11-01,POINT(12.482777777 41.893055555),12.482777777,"41.893055555, 12.482777777",41.893055555,Rome,Canada\Brazil\Sao Tome and Principe\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Saudi Arabia\Rwanda\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Eritrea\Solomon Islands\Saint Lucia\Mongolia\France\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Mauritius\Romania\Angola\Portugal\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Namibia\Lesotho\Croatia\Switzerland\Grenada\Chad\Equatorial Guinea\Lebanon\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana\Niue,159,5342549825,19936000,34612,208.6847399933687,67120.74649973,62649.02934529996,1.08371553E8
ILO,International Labor Organization,1919-04-11,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Sudan\Nepal\Malta\Suriname\Venezuela\Swaziland\Israel\Iceland\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Philippines\Mauritania\Kyrgyzstan\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,177,5711728751,21067000,34846,241.65265311363584,75790.57469952999,69008.91112795997,1.320419806E8
